#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          21   -0.507778    -0.50701 0.000423249
          22    -0.50558   -0.506945 0.000408975
          23   -0.505861   -0.506898 0.000393902
          24   -0.509387   -0.507002 0.000390905
          25   -0.505233   -0.506931 0.000381618
          26   -0.508245   -0.506982 0.000370274
          27   -0.508454   -0.507036 0.000360555
          28   -0.507275   -0.507045 0.000347778
          29   -0.509818    -0.50714  0.00034869
          30   -0.506272   -0.507111 0.000338266
          31   -0.505265   -0.507052 0.000332554
          32   -0.508957   -0.507111 0.000327446
          33   -0.507696   -0.507129 0.000318003
          34   -0.502991   -0.507007 0.000331118
          35   -0.503208   -0.506899 0.000338988
          36   -0.504811   -0.506841 0.000334496
          37   -0.506912   -0.506843 0.000325461
          38    -0.50571   -0.506813 0.000318257
          39   -0.508333   -0.506852 0.000312475
          40    -0.50667   -0.506847 0.000304696
          41   -0.499056   -0.506657  0.00035157
          42   -0.508694   -0.506706 0.000346527
          43    -0.51008   -0.506784  0.00034724
          44   -0.505159   -0.506747 0.000341307
          45   -0.504201   -0.506691  0.00033838
          46   -0.505663   -0.506668 0.000331761
          47   -0.502114   -0.506572  0.00033856
          48   -0.508289   -0.506607 0.000333393
          49   -0.506391   -0.506603 0.000326619
          50   -0.504023   -0.506551 0.000324136
          51   -0.505741   -0.506535 0.000318169
          52   -0.508184   -0.506567 0.000313626
          53   -0.506265   -0.506561  0.00030776
          54   -0.505479   -0.506541 0.000302713
          55   -0.501506    -0.50645 0.000310747
          56   -0.507965   -0.506477 0.000306374
          57   -0.501242   -0.506385 0.000314463
          58   -0.503364   -0.506333 0.000313326
          59   -0.507751   -0.506357 0.000308936
          60   -0.500801   -0.506264 0.000317363
          61   -0.502942    -0.50621   0.0003168
          62   -0.500214   -0.506113 0.000326119
          63    -0.50176   -0.506044 0.000328181
          64   -0.509181   -0.506093 0.000326693
          65    -0.50613   -0.506094 0.000321668
          66   -0.508848   -0.506135 0.000319489
          67   -0.506492   -0.506141 0.000314765
          68   -0.504162   -0.506112 0.000311478
          69   -0.506871   -0.506123 0.000307158
          70   -0.506814   -0.506132 0.000302929
          71   -0.504695   -0.506112 0.000299338
          72   -0.508121    -0.50614 0.000296477
          73   -0.506107    -0.50614 0.000292416
          74   -0.504014   -0.506111 0.000289872
          75   -0.509305   -0.506154  0.00028912
          76    -0.50685   -0.506163 0.000285461
          77   -0.506638   -0.506169  0.00028182
          78   -0.506545   -0.506174 0.000278249
          79   -0.505723   -0.506168 0.000274785
          80   -0.505625   -0.506161 0.000271434
          81   -0.511214   -0.506224 0.000275157
          82   -0.506164   -0.506223 0.000271802
          83   -0.509534   -0.506263  0.00027144
          84   -0.504449   -0.506241 0.000269066
          85   -0.505003   -0.506227 0.000266294
          86   -0.507028   -0.506236 0.000263361
          87   -0.500558   -0.506171 0.000268297
          88   -0.506927   -0.506179 0.000265386
          89   -0.506327   -0.506181 0.000262409
          90   -0.503796   -0.506154 0.000260828
          91   -0.501718   -0.506106 0.000262478
          92   -0.508777   -0.506135 0.000261227
          93   -0.502982   -0.506101 0.000260609
          94   -0.507736   -0.506118 0.000258416
          95   -0.501985   -0.506075 0.000259332
          96   -0.503365   -0.506046 0.000258162
          97   -0.504292   -0.506028 0.000256134
          98   -0.503178   -0.505999 0.000255167
          99   -0.510814   -0.506048 0.000257182
         100   -0.503302    -0.50602 0.000256072
           1   -0.516174   -0.516174           0
           2   -0.519828   -0.518001  0.00129181
           3   -0.513277   -0.516426  0.00154742
           4   -0.521903   -0.517796  0.00165924
           5   -0.519031   -0.518043  0.00134566
           6   -0.515512   -0.517621  0.00118566
           7    -0.51753   -0.517608  0.00101635
           8   -0.518128   -0.517673 0.000891388
           9   -0.516153   -0.517504 0.000808184
          10   -0.510792   -0.516833 0.000966732
          11   -0.519703   -0.517094 0.000913387
          12   -0.520864   -0.517408 0.000889664
