#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            526          1.986        1.94456     0.00477242
            527        1.98838        1.94464     0.00476409
            528        1.99058        1.94473     0.00475586
            529        1.99261        1.94482     0.00474773
            530        1.99444        1.94491     0.00473969
            531        1.99606        1.94501     0.00473175
            532        1.99748        1.94511     0.00472388
            533        1.99867        1.94521     0.00471609
            534        1.99964        1.94531     0.00470836
            535        2.00039        1.94541     0.00470068
            536        2.00091        1.94551     0.00469305
            537        2.00121        1.94562     0.00468546
            538         2.0013        1.94572     0.00467789
            539        2.00117        1.94582     0.00467034
            540        2.00085        1.94593     0.00466281
            541        2.00032        1.94603     0.00465527
            542        1.99961        1.94613     0.00464773
            543        1.99873        1.94622     0.00464018
            544        1.99767        1.94632     0.00463262
            545        1.99647        1.94641     0.00462503
            546        1.99512         1.9465     0.00461742
            547        1.99363        1.94658     0.00460978
            548        1.99202        1.94667     0.00460212
            549         1.9903        1.94675     0.00459442
            550        1.98847        1.94682     0.00458669
            551        1.98654        1.94689     0.00457893
            552        1.98452        1.94696     0.00457115
            553         1.9824        1.94703     0.00456333
            554        1.98021        1.94709     0.00455548
            555        1.97793        1.94714     0.00454762
            556        1.97557        1.94719     0.00453972
            557        1.97314        1.94724     0.00453181
            558        1.97063        1.94728     0.00452389
            559        1.96804        1.94732     0.00451594
            560        1.96538        1.94735       0.004508
            561        1.96265        1.94738     0.00450004
            562        1.95984         1.9474     0.00449209
            563        1.95697        1.94742     0.00448414
            564        1.95404        1.94743     0.00447621
            565        1.95106        1.94744     0.00446829
            566        1.94803        1.94744      0.0044604
            567        1.94497        1.94743     0.00445253
            568        1.94188        1.94742      0.0044447
            569        1.93879        1.94741     0.00443692
            570         1.9357        1.94739     0.00442918
            571        1.93263        1.94736      0.0044215
            572        1.92959        1.94733     0.00441388
            573        1.92661        1.94729     0.00440632
            574         1.9237        1.94725     0.00439884
            575        1.92087        1.94721     0.00439143
            576        1.91815        1.94716     0.00438409
            577        1.91553         1.9471     0.00437684
            578        1.91305        1.94704     0.00436966
