#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            448        2.69137        2.69176    4.82569e-05
            449        2.69121        2.69176    4.81651e-05
            450        2.69107        2.69176    4.80827e-05
            451        2.69093        2.69176    4.80114e-05
            452        2.69081        2.69175    4.79511e-05
            453        2.69069        2.69175    4.79032e-05
            454        2.69059        2.69175    4.78661e-05
            455         2.6905        2.69175    4.78397e-05
            456        2.69043        2.69174    4.78218e-05
            457        2.69037        2.69174    4.78111e-05
            458        2.69033        2.69174    4.78054e-05
            459        2.69031        2.69173    4.78022e-05
            460         2.6903        2.69173    4.78002e-05
            461        2.69029        2.69173    4.77987e-05
            462        2.69029        2.69173    4.77959e-05
            463        2.69031        2.69172      4.779e-05
            464        2.69033        2.69172    4.77815e-05
            465        2.69035        2.69172    4.77688e-05
            466        2.69039        2.69171    4.77516e-05
            467        2.69042        2.69171    4.77291e-05
            468        2.69047        2.69171    4.77012e-05
            469         2.6905        2.69171    4.76684e-05
            470        2.69055         2.6917    4.76306e-05
            471        2.69059         2.6917    4.75876e-05
            472        2.69063         2.6917    4.75406e-05
            473        2.69067         2.6917    4.74894e-05
            474        2.69071        2.69169    4.74349e-05
            475        2.69075        2.69169    4.73769e-05
            476        2.69079        2.69169    4.73156e-05
            477        2.69083        2.69169    4.72511e-05
            478        2.69086        2.69169    4.71839e-05
            479        2.69089        2.69168    4.71144e-05
            480        2.69093        2.69168    4.70428e-05
            481        2.69095        2.69168    4.69698e-05
            482        2.69097        2.69168    4.68958e-05
            483        2.69099        2.69168    4.68205e-05
            484        2.69101        2.69168    4.67443e-05
            485        2.69102        2.69168    4.66674e-05
            486        2.69104        2.69167    4.65895e-05
            487        2.69105        2.69167    4.65115e-05
            488        2.69106        2.69167    4.64332e-05
            489        2.69106        2.69167     4.6355e-05
            490        2.69107        2.69167    4.62768e-05
            491        2.69107        2.69167    4.61986e-05
            492        2.69107        2.69167    4.61205e-05
            493        2.69108        2.69167    4.60422e-05
            494        2.69109        2.69167    4.59637e-05
            495        2.69109        2.69166    4.58853e-05
            496        2.69109        2.69166    4.58072e-05
            497         2.6911        2.69166    4.57291e-05
            498         2.6911        2.69166    4.56511e-05
            499         2.6911        2.69166    4.55733e-05
            500        2.69111        2.69166    4.54954e-05
            501        2.69111        2.69166    4.54177e-05
            502        2.69112        2.69166      4.534e-05
            503        2.69112        2.69166    4.52621e-05
            504        2.69114        2.69165     4.5184e-05
            505        2.69114        2.69165    4.51059e-05
            506        2.69115        2.69165    4.50276e-05
            507        2.69116        2.69165    4.49492e-05
            508        2.69118        2.69165    4.48703e-05
            509        2.69119        2.69165    4.47914e-05
            510         2.6912        2.69165    4.47121e-05
            511        2.69122        2.69165    4.46324e-05
            512        2.69124        2.69165    4.45522e-05
            513        2.69125        2.69165     4.4472e-05
            514        2.69127        2.69165    4.43913e-05
            515         2.6913        2.69164    4.43103e-05
            516        2.69132        2.69164    4.42289e-05
            517        2.69134        2.69164    4.41473e-05
            518        2.69136        2.69164    4.40654e-05
            519        2.69138        2.69164    4.39834e-05
            520         2.6914        2.69164    4.39012e-05
            521        2.69143        2.69164    4.38189e-05
            522        2.69145        2.69164    4.37365e-05
            523        2.69146        2.69164    4.36542e-05
            524        2.69149        2.69164    4.35719e-05
            525        2.69151        2.69164    4.34896e-05
            526        2.69153        2.69164    4.34074e-05
            527        2.69155        2.69164    4.33254e-05
            528        2.69157        2.69164    4.32435e-05
            529        2.69159        2.69164    4.31619e-05
            530        2.69162        2.69164    4.30805e-05
            531        2.69164        2.69164    4.29993e-05
            532        2.69167        2.69164    4.29185e-05
            533         2.6917        2.69164    4.28382e-05
            534        2.69172        2.69164    4.27582e-05
            535        2.69176        2.69164    4.26789e-05
            536        2.69179        2.69164    4.26002e-05
            537        2.69183        2.69164    4.25223e-05
            538        2.69187        2.69164    4.24455e-05
            539        2.69191        2.69164    4.23696e-05
            540        2.69196        2.69164    4.22952e-05
            541        2.69201        2.69164    4.22224e-05
            542        2.69206        2.69164    4.21517e-05
