#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            297       0.818299       0.789121      0.0138864
            298       0.818373       0.789219      0.0138402
            299       0.818436       0.789317      0.0137942
            300       0.818491       0.789414      0.0137486
            301       0.818541       0.789511      0.0137032
            302        0.81859       0.789607      0.0136582
            303        0.81864       0.789703      0.0136135
            304        0.81869       0.789799       0.013569
            305       0.818738       0.789893      0.0135249
            306       0.818783       0.789988       0.013481
            307       0.818825       0.790082      0.0134374
            308       0.818859       0.790175      0.0133941
            309       0.818884       0.790268      0.0133511
            310       0.818899        0.79036      0.0133083
            311       0.818899       0.790452      0.0132658
            312       0.818882       0.790543      0.0132236
            313       0.818848       0.790634      0.0131817
            314       0.818794       0.790723        0.01314
            315        0.81872       0.790812      0.0130986
            316       0.818622         0.7909      0.0130575
            317       0.818498       0.790987      0.0130166
            318       0.818348       0.791073      0.0129759
            319       0.818167       0.791158      0.0129355
            320       0.817956       0.791242      0.0128954
            321       0.817715       0.791325      0.0128555
            322       0.817445       0.791406      0.0128158
            323       0.817147       0.791485      0.0127764
            324       0.816822       0.791564      0.0127372
            325       0.816478        0.79164      0.0126982
            326       0.816117       0.791715      0.0126595
            327       0.815744       0.791789       0.012621
            328       0.815367       0.791861      0.0125827
            329       0.814995       0.791931      0.0125446
            330       0.814633          0.792      0.0125068
            331       0.814289       0.792067      0.0124692
            332       0.813973       0.792133      0.0124318
            333       0.813693       0.792198      0.0123947
            334       0.813458       0.792262      0.0123577
            335       0.813281       0.792324       0.012321
            336       0.813171       0.792386      0.0122845
            337       0.813142       0.792448      0.0122482
            338       0.813204       0.792509      0.0122121
            339       0.813367       0.792571      0.0121762
            340       0.813645       0.792633      0.0121406
            341       0.814044       0.792696      0.0121051
            342       0.814572        0.79276      0.0120699
            343       0.815238       0.792825      0.0120349
            344       0.816049       0.792893      0.0120001
            345       0.817014       0.792963      0.0119655
            346       0.818138       0.793035      0.0119312
            347       0.819421       0.793111       0.011897
            348       0.820865       0.793191      0.0118631
            349       0.822471       0.793275      0.0118294
            350        0.82424       0.793363      0.0117959
            351       0.826167       0.793457      0.0117627
            352       0.828249       0.793556      0.0117297
            353       0.830479        0.79366      0.0116969
            354        0.83285       0.793771      0.0116644
            355       0.835352       0.793888      0.0116322
            356       0.837973       0.794012      0.0116001
            357       0.840704       0.794143      0.0115684
            358        0.84353       0.794281      0.0115369
            359       0.846436       0.794426      0.0115057
            360       0.849408       0.794579      0.0114747
            361        0.85243       0.794739      0.0114441
            362       0.855485       0.794907      0.0114137
            363       0.858553       0.795082      0.0113836
            364       0.861615       0.795265      0.0113538
            365       0.864653       0.795455      0.0113243
            366       0.867649       0.795652       0.011295
            367       0.870586       0.795857      0.0112661
            368       0.873443       0.796067      0.0112375
            369       0.876204       0.796285      0.0112091
            370       0.878853       0.796508       0.011181
            371       0.881373       0.796736      0.0111532
            372       0.883748        0.79697      0.0111257
            373       0.885962       0.797209      0.0110984
            374       0.888001       0.797452      0.0110714
            375       0.889849       0.797698      0.0110446
            376       0.891495       0.797948      0.0110181
            377       0.892934       0.798199      0.0109917
            378       0.894155       0.798453      0.0109656
            379       0.895147       0.798708      0.0109396
            380       0.895903       0.798964      0.0109138
            381       0.896423        0.79922      0.0108882
            382       0.896702       0.799475      0.0108627
            383       0.896734       0.799729      0.0108373
            384       0.896518       0.799981       0.010812
            385       0.896054       0.800231      0.0107868
            386       0.895342       0.800477      0.0107616
            387       0.894386        0.80072      0.0107366
            388       0.893186       0.800958      0.0107115
            389       0.891748       0.801192      0.0106865
            390       0.890077       0.801419      0.0106616
            391       0.888177       0.801641      0.0106366
            392       0.886055       0.801857      0.0106117
            393       0.883722       0.802065      0.0105867
            394       0.881187       0.802266      0.0105617
            395       0.878457       0.802459      0.0105368
            396       0.875542       0.802643      0.0105118
            397       0.872453       0.802819      0.0104868
            398       0.869204       0.802986      0.0104617
            399       0.865811       0.803143      0.0104367
            400       0.862285       0.803291      0.0104117
            401       0.858643       0.803429      0.0103866
            402       0.854901       0.803557      0.0103616
            403        0.85108       0.803675      0.0103365
            404       0.847202       0.803783      0.0103115
            405       0.843287        0.80388      0.0102865
            406       0.839355       0.803968      0.0102615
            407       0.835426       0.804045      0.0102366
            408       0.831522       0.804112      0.0102117
            409       0.827668        0.80417      0.0101869
            410       0.823886       0.804218      0.0101622
            411       0.820203       0.804257      0.0101375
            412       0.816643       0.804287       0.010113
            413        0.81323       0.804309      0.0100885
            414       0.809988       0.804322      0.0100642
            415        0.80694       0.804329      0.0100399
            416       0.804111       0.804328      0.0100158
            417       0.801521       0.804322     0.00999177
            418       0.799189       0.804309     0.00996787
            419       0.797129       0.804292     0.00994409
            420       0.795354       0.804271     0.00992044
            421       0.793877       0.804246     0.00989691
            422       0.792705       0.804219     0.00987349
            423       0.791848        0.80419     0.00985019
            424       0.791305       0.804159     0.00982701
            425       0.791067       0.804128     0.00980394
            426       0.791127       0.804098     0.00978097
            427       0.791482       0.804068     0.00975811
            428       0.792118        0.80404     0.00973535
            429       0.793015       0.804015     0.00971269
            430       0.794156       0.803992     0.00969013
            431       0.795522       0.803972     0.00966767
            432       0.797092       0.803956      0.0096453
            433       0.798843       0.803944     0.00962303
            434        0.80075       0.803937     0.00960086
            435       0.802791       0.803934     0.00957879
            436       0.804943       0.803937     0.00955682
            437       0.807184       0.803944     0.00953496
            438        0.80949       0.803957     0.00951319
            439        0.81184       0.803975     0.00949154
            440       0.814211       0.803998        0.00947
            441       0.816585       0.804027     0.00944857
            442       0.818942        0.80406     0.00942725
            443       0.821266       0.804099     0.00940605
            444       0.823541       0.804143     0.00938497
            445       0.825754       0.804191       0.009364
            446       0.827889       0.804245     0.00934316
            447       0.829932       0.804302     0.00932243
            448       0.831871       0.804364     0.00930183
            449        0.83369       0.804429     0.00928134
            450        0.83538       0.804498     0.00926097
            451       0.836925        0.80457     0.00924071
            452       0.838315       0.804644     0.00922057
            453       0.839536       0.804721     0.00920054
            454       0.840577         0.8048     0.00918061
            455       0.841425       0.804881     0.00916079
            456       0.842069       0.804962     0.00914106
            457       0.842501       0.805044     0.00912143
            458       0.842711       0.805127     0.00910188
            459       0.842689       0.805209     0.00908242
            460       0.842426       0.805289     0.00906304
            461       0.841919       0.805369     0.00904373
            462       0.841165       0.805446     0.00902448
            463       0.840157       0.805521      0.0090053
            464       0.838895       0.805593     0.00898618
            465       0.837376       0.805662     0.00896712
            466       0.835604       0.805726      0.0089481
            467       0.833581       0.805786     0.00892914
            468       0.831311        0.80584     0.00891023
            469       0.828804       0.805889     0.00889137
            470       0.826067       0.805932     0.00887255
            471       0.823112       0.805968     0.00885379
            472        0.81995       0.805998     0.00883508
            473       0.816595        0.80602     0.00881643
            474       0.813064       0.806035     0.00879784
            475       0.809374       0.806042     0.00877932
            476       0.805545       0.806041     0.00876088
            477       0.801594       0.806032     0.00874252
            478       0.797544       0.806014     0.00872425
            479       0.793414       0.805988     0.00870607
            480       0.789222       0.805953       0.008688
            481       0.784991       0.805909     0.00867005
            482       0.780745       0.805857     0.00865222
            483       0.776507       0.805796     0.00863452
            484       0.772294       0.805727     0.00861696
            485       0.768127        0.80565     0.00859954
            486       0.764028       0.805564     0.00858227
            487       0.760016       0.805471     0.00856516
            488       0.756106       0.805369     0.00854821
            489       0.752313       0.805261     0.00853141
