#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            549       -1.27995       -1.40625     0.00809595
            550       -1.27817       -1.40601     0.00808458
            551       -1.27657       -1.40578     0.00807332
            552       -1.27508       -1.40554     0.00806217
            553       -1.27364        -1.4053     0.00805112
            554       -1.27217       -1.40506     0.00804017
            555       -1.27062       -1.40482     0.00802933
            556       -1.26893       -1.40458     0.00801861
            557       -1.26707       -1.40433     0.00800801
            558       -1.26499       -1.40408     0.00799756
            559       -1.26268       -1.40383     0.00798725
            560        -1.2601       -1.40357     0.00797711
            561        -1.2573       -1.40331     0.00796715
            562       -1.25426       -1.40304     0.00795738
            563       -1.25099       -1.40277     0.00794783
            564       -1.24753        -1.4025     0.00793851
            565       -1.24392       -1.40222     0.00792942
            566       -1.24021       -1.40193     0.00792057
            567       -1.23645       -1.40164     0.00791198
            568       -1.23269       -1.40134     0.00790364
            569       -1.22898       -1.40104     0.00789555
            570       -1.22541       -1.40073     0.00788771
            571       -1.22203       -1.40042      0.0078801
            572       -1.21891        -1.4001     0.00787271
            573       -1.21609       -1.39978     0.00786552
            574       -1.21365       -1.39946      0.0078585
            575       -1.21162       -1.39913     0.00785162
            576       -1.21006        -1.3988     0.00784484
            577         -1.209       -1.39847     0.00783814
            578       -1.20847       -1.39814     0.00783147
            579       -1.20848       -1.39782     0.00782479
            580       -1.20903       -1.39749     0.00781807
            581       -1.21013       -1.39717     0.00781126
            582       -1.21175       -1.39685     0.00780433
            583       -1.21388       -1.39654     0.00779725
            584       -1.21646       -1.39623        0.00779
            585       -1.21948       -1.39592     0.00778254
            586       -1.22288       -1.39563     0.00777486
            587       -1.22661       -1.39534     0.00776694
            588       -1.23061       -1.39506     0.00775878
            589       -1.23483       -1.39479     0.00775038
            590       -1.23921       -1.39453     0.00774173
            591       -1.24371       -1.39427     0.00773283
            592       -1.24825       -1.39402      0.0077237
            593       -1.25279       -1.39379     0.00771435
            594       -1.25727       -1.39356     0.00770478
            595       -1.26165       -1.39333     0.00769502
            596       -1.26592       -1.39312     0.00768508
            597       -1.26999       -1.39291     0.00767498
            598       -1.27386       -1.39271     0.00766472
            599       -1.27752       -1.39252     0.00765434
            600        -1.2809       -1.39234     0.00764384
            601       -1.28402       -1.39216     0.00763325
            602       -1.28686       -1.39198     0.00762257
            603       -1.28938       -1.39181     0.00761183
            604        -1.2916       -1.39165     0.00760104
            605       -1.29349       -1.39148      0.0075902
            606       -1.29507       -1.39132     0.00757934
            607       -1.29634       -1.39117     0.00756847
            608       -1.29729       -1.39101      0.0075576
            609       -1.29794       -1.39086     0.00754674
            610        -1.2983       -1.39071     0.00753589
            611       -1.29837       -1.39056     0.00752507
            612       -1.29816       -1.39041     0.00751429
            613       -1.29768       -1.39026     0.00750355
            614       -1.29696        -1.3901     0.00749287
            615         -1.296       -1.38995     0.00748225
            616       -1.29483        -1.3898      0.0074717
