#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            403        2.69108        2.68642     0.00059677
            404        2.69072        2.68643    0.000595388
            405        2.69031        2.68644    0.000593995
            406        2.68985        2.68645    0.000592591
            407        2.68935        2.68646    0.000591178
            408        2.68881        2.68646    0.000589757
            409        2.68823        2.68647    0.000588331
            410        2.68763        2.68647    0.000586903
            411        2.68701        2.68647    0.000585476
            412        2.68637        2.68647    0.000584055
            413        2.68573        2.68647    0.000582644
            414         2.6851        2.68647    0.000581246
            415        2.68449        2.68646    0.000579865
            416        2.68391        2.68646    0.000578503
            417        2.68337        2.68645    0.000577163
            418        2.68289        2.68644    0.000575845
            419        2.68246        2.68643    0.000574549
            420         2.6821        2.68642    0.000573273
            421        2.68182        2.68641    0.000572016
            422        2.68161         2.6864    0.000570773
            423        2.68146        2.68639    0.000569543
            424        2.68137        2.68637    0.000568323
            425        2.68135        2.68636    0.000567109
            426        2.68138        2.68635    0.000565898
            427        2.68145        2.68634    0.000564689
            428        2.68157        2.68633     0.00056348
            429         2.6817        2.68632    0.000562269
            430        2.68187        2.68631    0.000561057
            431        2.68205         2.6863    0.000559842
            432        2.68226        2.68629    0.000558624
            433        2.68248        2.68628    0.000557403
            434        2.68271        2.68627    0.000556179
            435        2.68296        2.68626    0.000554953
            436        2.68323        2.68626    0.000553724
            437        2.68351        2.68625    0.000552492
            438         2.6838        2.68624    0.000551259
            439         2.6841        2.68624    0.000550025
            440        2.68441        2.68623    0.000548791
            441        2.68471        2.68623    0.000547557
            442        2.68501        2.68623    0.000546325
            443         2.6853        2.68623    0.000545096
            444        2.68557        2.68623     0.00054387
            445        2.68582        2.68622    0.000542649
            446        2.68604        2.68622    0.000541432
            447        2.68623        2.68622    0.000540221
            448        2.68638        2.68622    0.000539015
            449        2.68648        2.68622    0.000537815
            450        2.68654        2.68623    0.000536621
            451        2.68655        2.68623    0.000535431
            452         2.6865        2.68623    0.000534247
            453         2.6864        2.68623    0.000533068
            454        2.68626        2.68623    0.000531894
            455        2.68606        2.68623    0.000530725
            456        2.68583        2.68623    0.000529562
            457        2.68555        2.68622    0.000528405
            458        2.68523        2.68622    0.000527256
            459        2.68487        2.68622    0.000526115
            460         2.6845        2.68622    0.000524985
            461        2.68412        2.68621    0.000523866
            462        2.68373        2.68621    0.000522759
            463        2.68334         2.6862    0.000521667
            464        2.68296        2.68619    0.000520589
            465        2.68261        2.68618    0.000519527
            466        2.68229        2.68618    0.000518479
            467          2.682        2.68617    0.000517446
            468        2.68177        2.68616    0.000516426
            469        2.68158        2.68615    0.000515417
            470        2.68146        2.68614    0.000514417
            471        2.68139        2.68613    0.000513423
            472        2.68137        2.68612    0.000512435
            473        2.68141        2.68611    0.000511448
            474         2.6815         2.6861    0.000510462
            475        2.68164        2.68609    0.000509473
            476        2.68183        2.68608    0.000508481
            477        2.68207        2.68607    0.000507485
            478        2.68235        2.68606    0.000506483
            479        2.68266        2.68606    0.000505475
            480          2.683        2.68605    0.000504462
            481        2.68336        2.68604    0.000503445
            482        2.68375        2.68604    0.000502423
            483        2.68416        2.68604    0.000501397
            484        2.68457        2.68603    0.000500371
            485        2.68499        2.68603    0.000499344
            486        2.68541        2.68603    0.000498318
            487        2.68582        2.68603    0.000497295
            488        2.68624        2.68603    0.000496276
            489        2.68665        2.68603    0.000495263
            490        2.68705        2.68603    0.000494256
            491        2.68745        2.68604    0.000493258
            492        2.68783        2.68604    0.000492269
            493         2.6882        2.68604     0.00049129
            494        2.68857        2.68605    0.000490322
            495        2.68891        2.68605    0.000489366
            496        2.68924        2.68606    0.000488421
            497        2.68955        2.68607    0.000487489
            498        2.68984        2.68608    0.000486569
            499        2.69013        2.68608    0.000485662
            500         2.6904        2.68609    0.000484767
            501        2.69065         2.6861    0.000483885
            502         2.6909        2.68611    0.000483016
            503        2.69113        2.68612    0.000482158
            504        2.69135        2.68613    0.000481313
            505        2.69156        2.68614     0.00048048
            506        2.69176        2.68615    0.000479659
            507        2.69195        2.68617    0.000478849
            508        2.69213        2.68618     0.00047805
            509        2.69231        2.68619    0.000477262
            510        2.69248         2.6862    0.000476486
            511        2.69265        2.68621    0.000475721
            512        2.69281        2.68623    0.000474966
            513        2.69297        2.68624    0.000474222
            514        2.69312        2.68625    0.000473488
            515        2.69328        2.68627    0.000472765
            516        2.69341        2.68628    0.000472052
            517        2.69354        2.68629    0.000471348
            518        2.69364        2.68631    0.000470651
            519        2.69373        2.68632    0.000469961
            520        2.69379        2.68634    0.000469277
            521        2.69382        2.68635    0.000468596
            522        2.69384        2.68637    0.000467917
            523        2.69381        2.68638    0.000467239
            524        2.69375        2.68639    0.000466559
            525        2.69365        2.68641    0.000465875
            526        2.69352        2.68642    0.000465186
            527        2.69334        2.68644    0.000464488
            528        2.69312        2.68645    0.000463781
            529        2.69285        2.68646    0.000463062
            530        2.69255        2.68647    0.000462331
            531         2.6922        2.68648    0.000461587
            532        2.69182        2.68649    0.000460828
            533        2.69141         2.6865    0.000460056
            534        2.69097        2.68651     0.00045927
            535         2.6905        2.68652    0.000458472
            536        2.69001        2.68652    0.000457663
            537         2.6895        2.68653    0.000456845
            538        2.68896        2.68653    0.000456018
            539        2.68843        2.68654    0.000455185
            540        2.68789        2.68654    0.000454349
            541        2.68734        2.68654    0.000453512
            542        2.68679        2.68654    0.000452675
            543        2.68627        2.68654    0.000451842
            544        2.68575        2.68654    0.000451014
            545        2.68526        2.68654    0.000450192
            546         2.6848        2.68653    0.000449379
            547        2.68437        2.68653    0.000448575
