#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
            677        3.87918        4.06582     0.00757676
            678        3.88104        4.06555     0.00757049
            679        3.88284        4.06528     0.00756412
            680        3.88458        4.06501     0.00755766
            681        3.88625        4.06475     0.00755112
            682        3.88785        4.06449      0.0075445
            683        3.88936        4.06424     0.00753781
            684        3.89079        4.06398     0.00753106
            685        3.89213        4.06373     0.00752424
            686        3.89339        4.06348     0.00751737
            687        3.89456        4.06324     0.00751044
            688        3.89564        4.06299     0.00750348
            689        3.89664        4.06275     0.00749647
            690        3.89755        4.06251     0.00748943
            691        3.89837        4.06228     0.00748236
            692        3.89912        4.06204     0.00747526
            693        3.89978        4.06181     0.00746814
            694        3.90037        4.06157       0.007461
            695        3.90089        4.06134     0.00745384
            696        3.90133        4.06111     0.00744668
            697        3.90171        4.06088     0.00743951
            698        3.90201        4.06066     0.00743233
            699        3.90225        4.06043     0.00742515
            700        3.90242         4.0602     0.00741797
            701        3.90253        4.05998      0.0074108
            702        3.90258        4.05975     0.00740363
            703        3.90256        4.05953     0.00739648
            704        3.90248        4.05931     0.00738934
            705        3.90233        4.05908     0.00738221
            706        3.90211        4.05886      0.0073751
            707        3.90183        4.05864     0.00736801
            708        3.90146        4.05842     0.00736095
            709        3.90102         4.0582     0.00735391
            710         3.9005        4.05797     0.00734691
            711         3.8999        4.05775     0.00733994
            712         3.8992        4.05753     0.00733301
            713         3.8984        4.05731     0.00732612
            714        3.89751        4.05708     0.00731928
            715        3.89651        4.05686     0.00731248
            716        3.89539        4.05663     0.00730575
            717        3.89416        4.05641     0.00729907
            718        3.89281        4.05618     0.00729246
            719        3.89133        4.05595     0.00728592
            720        3.88972        4.05572     0.00727946
            721        3.88798        4.05549     0.00727308
            722         3.8861        4.05525     0.00726679
            723        3.88408        4.05501     0.00726059
            724        3.88191        4.05477      0.0072545
            725        3.87961        4.05453     0.00724852
            726        3.87717        4.05429     0.00724265
            727        3.87458        4.05404      0.0072369
            728        3.87186        4.05379     0.00723129
            729          3.869        4.05354     0.00722581
