#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            454       -1.34185       -1.42263      0.0103834
            455       -1.34235       -1.42246      0.0103621
            456       -1.34309       -1.42228      0.0103409
            457       -1.34413       -1.42211      0.0103196
            458       -1.34549       -1.42194      0.0102985
            459       -1.34721       -1.42178      0.0102773
            460       -1.34931       -1.42162      0.0102562
            461       -1.35179       -1.42147      0.0102351
            462       -1.35467       -1.42133      0.0102139
            463       -1.35794       -1.42119      0.0101928
            464        -1.3616       -1.42106      0.0101716
            465        -1.3656       -1.42094      0.0101505
            466       -1.36993       -1.42083      0.0101293
            467       -1.37454       -1.42074      0.0101081
            468       -1.37939       -1.42065      0.0100868
            469       -1.38443       -1.42057      0.0100656
            470       -1.38958        -1.4205      0.0100444
            471       -1.39482       -1.42045      0.0100233
            472       -1.40008       -1.42041      0.0100021
            473       -1.40529       -1.42037     0.00998101
            474       -1.41042       -1.42035     0.00995998
            475       -1.41539       -1.42034     0.00993902
            476       -1.42018       -1.42034     0.00991814
            477       -1.42473       -1.42035     0.00989735
            478         -1.429       -1.42037     0.00987666
            479       -1.43295        -1.4204     0.00985607
            480       -1.43657       -1.42043      0.0098356
            481       -1.43982       -1.42047     0.00981523
            482       -1.44269       -1.42052     0.00979498
            483       -1.44515       -1.42057     0.00977483
            484       -1.44722       -1.42062     0.00975479
            485       -1.44887       -1.42068     0.00973485
            486        -1.4501       -1.42074     0.00971501
            487       -1.45092        -1.4208     0.00969526
            488       -1.45133       -1.42087     0.00967559
            489       -1.45133       -1.42093     0.00965601
            490       -1.45093       -1.42099     0.00963649
            491       -1.45014       -1.42105     0.00961705
            492       -1.44897       -1.42111     0.00959767
            493       -1.44744       -1.42116     0.00957835
            494       -1.44555       -1.42121     0.00955909
            495       -1.44333       -1.42125     0.00953988
            496       -1.44078       -1.42129     0.00952073
            497       -1.43793       -1.42133     0.00950163
            498       -1.43479       -1.42135     0.00948259
            499       -1.43137       -1.42137     0.00946361
            500       -1.42768       -1.42139     0.00944469
            501       -1.42375       -1.42139     0.00942584
            502       -1.41958       -1.42139     0.00940707
            503       -1.41518       -1.42137     0.00938837
            504       -1.41057       -1.42135     0.00936977
            505       -1.40576       -1.42132     0.00935127
            506       -1.40075       -1.42128     0.00933287
            507       -1.39555       -1.42123      0.0093146
            508       -1.39018       -1.42117     0.00929647
            509       -1.38462        -1.4211     0.00927848
            510        -1.3789       -1.42101     0.00926066
            511       -1.37301       -1.42092     0.00924301
            512       -1.36695       -1.42082     0.00922556
            513       -1.36074        -1.4207     0.00920832
            514       -1.35438       -1.42057     0.00919131
            515       -1.34786       -1.42043     0.00917454
            516       -1.34122       -1.42027     0.00915805
            517       -1.33446       -1.42011     0.00914184
            518        -1.3276       -1.41993     0.00912593
            519       -1.32066       -1.41974     0.00911035
            520       -1.31366       -1.41953     0.00909512
            521       -1.30662       -1.41932     0.00908024
            522       -1.29957       -1.41909     0.00906575
            523       -1.29256       -1.41885     0.00905164
            524       -1.28561       -1.41859     0.00903793
            525       -1.27877       -1.41833     0.00902464
            526       -1.27207       -1.41805     0.00901177
            527       -1.26556       -1.41776     0.00899931
            528       -1.25928       -1.41746     0.00898727
