#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         561   0.0244935   0.0295218 0.000202211
         562   0.0248855   0.0295136  0.00020202
         563   0.0240552   0.0295039 0.000201893
         564   0.0265958   0.0294987 0.000201601
         565   0.0303681   0.0295002  0.00020125
         566   0.0280829   0.0294977  0.00020091
         567   0.0249241   0.0294897 0.000200718
         568   0.0217368    0.029476 0.000200828
         569   0.0239916   0.0294664 0.000200706
         570   0.0201734   0.0294501 0.000201015
         571   0.0216406   0.0294364 0.000201128
         572   0.0194866    0.029419 0.000201527
         573    0.020619   0.0294037  0.00020176
         574   0.0190029   0.0293855  0.00020222
         575   0.0215755    0.029372 0.000202324
         576   0.0242317    0.029363  0.00020217
         577   0.0247335    0.029355 0.000201978
         578   0.0208535   0.0293403 0.000202164
         579   0.0214756   0.0293267  0.00020227
         580    0.024042   0.0293176 0.000202127
         581   0.0236891   0.0293079 0.000202011
         582   0.0325326   0.0293135  0.00020174
         583   0.0329952   0.0293198 0.000201493
         584    0.033732   0.0293273 0.000201289
         585   0.0355146   0.0293379 0.000201223
         586   0.0326465   0.0293435 0.000200959
         587   0.0307284   0.0293459  0.00020063
         588   0.0273637   0.0293425 0.000200317
         589   0.0257528   0.0293364  0.00020007
         590   0.0215543   0.0293232 0.000200165
         591    0.028576    0.029322  0.00019983
         592    0.036339   0.0293338 0.000199844
         593   0.0302435   0.0293354 0.000199513
         594   0.0340292   0.0293433 0.000199333
         595   0.0293881   0.0293433 0.000198998
         596    0.023545   0.0293336 0.000198902
         597    0.022292   0.0293218 0.000198918
         598    0.025731   0.0293158 0.000198676
         599   0.0301265   0.0293172 0.000198349
         600   0.0364056    0.029329  0.00019837
         601   0.0319788   0.0293334 0.000198089
         602   0.0226184   0.0293222 0.000198074
         603   0.0187373   0.0293047 0.000198522
         604   0.0227791   0.0292939 0.000198487
         605   0.0224619   0.0292826  0.00019848
         606   0.0232903   0.0292727 0.000198398
         607   0.0241444   0.0292643 0.000198251
         608     0.02629   0.0292594 0.000197986
         609   0.0283387   0.0292579 0.000197666
         610   0.0281828   0.0292561  0.00019735
         611   0.0353805   0.0292661 0.000197282
